id_cliente,edad,ingresos_mensuales,gasto_mensual_promedio,score_crediticio,transacciones_mes,tarjeta_asignada
94615,58,150258.42,56894.98,782,43,Black
28408,40,23327.63,15507.88,612,9,Gold
3753,38,31264.21,21174.85,657,22,Gold
57626,22,37403.41,28046.16,636,9,Gold
99819,68,157519.06,31670.39,781,35,Black
5890,30,23246.11,12852.85,642,8,Gold
28708,41,28556.1,19195.61,656,9,Gold
9947,43,13284.8,4295.78,655,14,Gold
34078,46,28022.45,11816.52,665,16,Gold
60409,54,69934.61,41154.85,709,31,Platinum
3137,32,29757.75,14906.26,733,20,Gold
95346,39,108634.25,24493.23,774,49,Black
22358,23,31154.56,14334.22,678,15,Gold
17885,36,26692.97,19621.98,616,12,Gold
61689,45,74239.5,41102.61,669,24,Platinum
98964,42,102006.5,40229.33,809,51,Black
71644,62,79450.94,44778.08,744,28,Platinum
26318,37,25046.95,16513.29,601,22,Gold
29978,35,18294.77,9543.27,673,8,Gold
8992,22,29459.2,21163.94,641,14,Gold
10835,46,33226.77,12420.88,664,20,Gold
69525,41,49555.32,27341.44,762,27,Platinum
96857,43,186749.14,75701.44,773,49,Black
98049,69,162969.79,46665.19,787,46,Black
15567,45,20754.88,12293.71,603,16,Gold
55759,25,23813.72,14502.4,661,14,Gold
33351,29,24505.81,12108.66,627,17,Gold
46095,25,30267.74,15080.07,689,12,Gold
4999,29,29040.18,15638.63,590,11,Gold
61796,59,70512.65,34882.28,736,24,Platinum
85321,57,73398.79,32010.74,763,33,Platinum
11782,24,21941.97,15017.8,661,7,Gold
20842,45,29740.75,15418.39,609,14,Gold
84083,54,87723.27,29302.19,698,26,Platinum
98901,56,122797.35,40551.92,796,37,Black
66391,32,51523.02,28867.75,749,26,Platinum
75654,48,59461.96,24298.04,716,39,Platinum
31222,28,24965.81,11688.2,588,13,Gold
65144,30,68760.24,41758.75,726,23,Platinum
79283,61,63221.79,38769.46,753,22,Platinum
18888,42,18642.28,8621.1,608,11,Gold
87675,43,83341.82,34979.86,759,29,Platinum
53647,45,30927.93,18638.4,649,11,Gold
54068,32,27421.54,15499.81,686,7,Gold
59013,24,21209.12,7716.89,610,17,Gold
39364,38,18751.03,8793.96,703,21,Gold
88020,39,64632.19,33530.93,750,23,Platinum
34437,26,21361.89,16347.09,661,14,Gold
19032,34,37806.49,23571.18,656,14,Gold
65424,54,70976.2,34337.65,749,20,Platinum
25962,40,21336.82,10879.58,627,15,Gold
75968,50,65215.4,23392.21,754,28,Platinum
42675,40,24826.98,13437.27,640,13,Gold
72237,37,65941.64,33570.02,686,33,Platinum
41626,48,27524.95,15993.73,635,12,Gold
67163,50,59394.59,30703.89,760,28,Platinum
76875,53,57149.66,19467.73,686,21,Platinum
18382,22,23767.23,12887.26,603,14,Gold
72539,56,64215.11,31576.21,719,22,Platinum
89672,61,81785.35,33255.22,711,33,Platinum
41278,26,19563.79,7576.88,653,12,Gold
37878,28,31118.12,15398.38,665,10,Gold
36801,39,21197.69,14262.77,690,16,Gold
8789,41,28396.47,12719.45,594,16,Gold
5737,22,27896.73,12556.65,697,13,Gold
53392,46,30712.7,19959.51,566,17,Gold
46102,26,30089.53,12408.06,674,16,Gold
72946,33,60652.5,29656.14,767,22,Platinum
83451,51,65328.08,23719.06,761,28,Platinum
44646,23,31783.07,16585.47,599,20,Gold
24792,23,28100.43,13227.7,593,16,Gold
8383,32,25463.14,16053.98,651,20,Gold
92172,39,105290.14,31261.68,780,43,Black
19504,49,28738.05,18244.72,647,16,Gold
85484,45,48913.74,22076.19,694,26,Platinum
12508,44,22783.91,8983.83,672,21,Gold
84396,48,69461.08,33678.88,760,26,Platinum
56751,32,35369.42,22046.48,683,17,Gold
21348,30,25409.48,17445.98,574,10,Gold
64532,47,68431.23,34527.59,722,24,Platinum
27019,22,23222.96,13838.81,644,17,Gold
74600,41,74904.55,28037.22,707,32,Platinum
59518,47,19889.43,7795.02,695,17,Gold
19572,43,22864.45,13831.31,694,17,Gold
93812,72,142066.8,49494.19,778,42,Black
67939,56,55188.31,35419.97,762,39,Platinum
808,48,22606.26,8449.12,641,15,Gold
27291,22,25916.84,11068.18,655,15,Gold
93313,51,175699.12,83746.38,796,60,Black
38839,47,26190.46,14549.84,679,24,Gold
89330,56,56965.21,28842.56,701,29,Platinum
33038,30,32790.83,16507.2,579,13,Gold
28802,26,19641.33,10246.34,617,8,Gold
97474,41,162924.24,57989.81,805,49,Black
88952,36,59820.47,35569.35,771,30,Platinum
63643,39,38846.89,14958.67,703,30,Platinum
67750,51,61273.93,37083.05,712,28,Platinum
88888,49,39334.65,17254.53,736,22,Platinum
49972,38,26569.56,17058.04,622,15,Gold
67912,61,63384.48,32408.26,759,34,Platinum
18715,26,25590.25,13675.24,633,14,Gold
29432,40,33965.26,19940.88,644,10,Gold
78262,61,62176.13,24451.35,747,26,Platinum
41085,32,22541.73,11882.18,734,18,Gold
31985,35,17344.96,11398.2,600,15,Gold
13391,37,26863.97,10519.19,704,17,Gold
81377,40,65596.6,31807.86,712,38,Platinum
79071,35,75335.0,30559.87,691,21,Platinum
25492,24,35039.94,15969.86,573,11,Gold
8688,45,31900.69,18982.52,644,13,Gold
33069,49,24288.55,16318.84,573,19,Gold
91876,62,130032.41,59129.32,798,37,Black
15063,36,27824.32,16735.35,596,17,Gold
11383,28,17851.38,7835.32,634,23,Gold
5604,46,29851.58,18154.63,705,12,Gold
9021,37,25943.16,13386.24,660,9,Gold
4369,26,21637.57,10036.96,582,17,Gold
46233,49,28505.86,14838.29,662,17,Gold
39781,31,21433.71,15095.45,653,13,Gold
51116,31,26429.91,12636.22,620,18,Gold
66038,37,72461.76,33460.13,709,31,Platinum
29369,30,25720.46,16318.81,726,17,Gold
73057,55,45149.68,27067.31,708,29,Platinum
87676,58,65723.37,41314.3,747,25,Platinum
934,44,14005.97,9471.4,663,18,Gold
53576,44,20087.4,8208.56,651,9,Gold
86118,49,65354.55,38159.49,747,28,Platinum
89444,37,53405.14,32938.03,663,35,Platinum
28138,47,23559.75,10245.65,612,16,Gold
14208,43,24365.06,11264.22,634,12,Gold
29453,25,28899.61,18415.61,697,10,Gold
68961,64,73388.6,34084.93,726,30,Platinum
37221,31,28960.96,11632.45,657,12,Gold
52898,44,22743.35,11159.21,645,16,Gold
46716,43,25254.5,13078.3,678,19,Gold
29018,43,23199.46,13769.1,677,11,Gold
55461,39,29214.98,18334.8,657,21,Gold
52883,36,23617.99,17628.55,628,19,Gold
57185,49,17918.23,7254.28,675,12,Gold
66654,59,63611.39,21609.89,772,30,Platinum
66650,57,61887.32,33399.3,726,31,Platinum
46981,29,31843.1,19769.37,661,16,Gold
84985,35,67632.11,36782.31,774,20,Platinum
57919,42,31751.55,22140.47,706,14,Gold
24143,43,28880.01,12133.11,612,13,Gold
16930,33,28658.36,10648.53,668,20,Gold
59827,44,25950.97,12378.46,769,16,Gold
15605,27,21290.9,11822.82,672,14,Gold
89405,64,68490.75,45036.16,749,37,Platinum
48934,46,24555.99,15339.73,568,16,Gold
63148,41,38496.48,20951.73,670,26,Platinum
89391,32,69389.75,21743.4,776,20,Platinum
58301,33,24243.87,13964.71,713,12,Gold
44416,42,27378.5,15342.52,672,21,Gold
29443,32,18005.19,8015.13,649,23,Gold
48446,26,16734.11,10363.83,654,22,Gold
35119,41,17359.8,9125.95,654,24,Gold
71127,54,66740.93,24964.06,708,34,Platinum
96382,39,140400.0,24326.97,808,51,Black
20396,26,31026.85,18808.49,652,17,Gold
2802,32,38465.17,17232.79,624,20,Gold
82869,39,57501.29,29265.95,750,35,Platinum
95644,54,82776.4,43034.98,786,44,Black
44917,23,11098.09,6713.69,685,15,Gold
45069,44,23854.09,15343.79,679,15,Gold
77643,51,62171.94,33670.06,718,31,Platinum
69866,34,60967.93,31856.95,727,22,Platinum
41927,48,33920.64,23206.73,656,22,Gold
98298,35,108105.06,26645.13,791,40,Black
80220,36,64900.46,30936.1,691,27,Platinum
29450,48,28270.69,17348.5,604,14,Gold
49437,45,26794.0,13940.71,658,13,Gold
21204,23,21678.6,8173.01,697,10,Gold
46802,45,24282.09,18059.91,707,12,Gold
60031,55,47572.49,21523.38,700,19,Platinum
7335,25,26209.01,17830.02,666,14,Gold
26655,45,20975.32,12386.28,645,17,Gold
14858,32,24518.19,11137.7,678,17,Gold
78123,63,85217.73,33430.89,715,30,Platinum
85442,42,50300.88,20691.48,728,30,Platinum
93371,56,116639.77,18557.53,788,49,Black
98648,42,166455.49,24765.4,787,49,Black
82926,50,77835.91,40313.86,748,32,Platinum
2560,37,29621.35,11218.95,620,16,Gold
69132,33,60542.75,33622.28,673,31,Platinum
51931,46,24307.74,11804.36,689,16,Gold
32957,38,31816.61,16893.09,659,19,Gold
80357,59,46952.88,29321.25,732,18,Platinum
31441,44,21665.41,15782.79,603,12,Gold
58669,31,28887.57,11486.92,677,10,Gold
25660,40,25846.57,11324.29,710,7,Gold
81392,31,82396.23,29949.6,741,27,Platinum
9866,45,24851.17,15100.45,570,18,Gold
98896,60,118803.9,54634.99,758,51,Black
55761,28,23614.17,15372.77,709,11,Gold
90802,51,175781.59,39713.18,781,43,Black
61708,45,38353.56,15154.55,695,30,Platinum
38588,29,24446.32,10075.81,617,18,Gold
27017,34,28846.02,15189.6,589,25,Gold
82715,48,70128.98,37983.16,728,33,Platinum
35137,39,22239.65,14702.75,687,15,Gold
16744,32,27288.05,14738.9,661,15,Gold
93602,68,85366.25,23618.85,774,50,Black
18956,29,22857.89,11087.6,602,15,Gold
41049,29,20036.1,12746.07,632,15,Gold
80909,50,67214.79,27987.94,714,25,Platinum
23672,35,18347.16,10594.72,634,17,Gold
66989,59,54719.85,27855.58,790,19,Platinum
68923,59,66309.25,20581.82,726,27,Platinum
44467,49,23973.32,9670.27,678,16,Gold
85672,55,62645.84,26672.95,761,41,Platinum
82690,63,75526.9,31616.28,736,21,Platinum
73385,58,63743.78,23930.36,727,28,Platinum
51850,28,31408.52,18217.46,630,12,Gold
97724,63,177250.73,56676.99,808,52,Black
41697,37,33821.92,19599.94,611,20,Gold
93207,35,144953.16,47398.96,826,46,Black
15980,26,30661.44,17851.68,613,14,Gold
36558,43,23096.1,12311.01,662,13,Gold
47962,27,14758.31,8148.75,597,12,Gold
34692,49,31417.34,21474.09,649,15,Gold
1056,47,21641.88,11642.69,669,13,Gold
39750,36,26500.4,13584.53,649,16,Gold
36276,45,15251.95,10320.7,683,22,Gold
30115,49,34964.91,21114.17,663,16,Gold
32619,29,24430.89,16303.56,599,15,Gold
12340,23,27359.35,10587.98,734,14,Gold
78224,46,60897.89,22331.77,712,25,Platinum
64011,33,66590.21,30884.41,740,37,Platinum
33546,22,30384.68,15041.42,620,13,Gold
40493,40,26510.69,10640.25,619,14,Gold
30132,25,26242.27,17210.19,670,20,Gold
53003,45,16644.95,6840.93,683,18,Gold
34230,22,26409.16,12444.4,706,16,Gold
95481,69,159572.51,62274.42,801,37,Black
34224,30,22802.85,14563.31,685,18,Gold
74545,59,64627.29,38603.2,735,18,Platinum
21350,34,18525.13,10130.31,614,12,Gold
4442,36,26115.77,16948.44,619,22,Gold
53873,30,32589.39,16282.54,668,18,Gold
92250,52,115721.72,45448.67,801,41,Black
73101,60,67893.14,31657.9,762,24,Platinum
37441,40,19169.63,10023.28,640,19,Gold
46761,39,26794.68,12198.13,687,10,Gold
47092,29,18919.39,8326.92,678,8,Gold
16954,23,33888.22,21384.52,616,15,Gold
24779,49,22937.42,13245.83,666,16,Gold
50005,28,28434.23,16315.12,699,26,Gold
81111,41,59772.89,17372.47,745,31,Platinum
65169,41,66331.95,23410.28,715,30,Platinum
94587,43,163272.89,25618.32,798,49,Black
89809,38,55339.25,20373.64,725,32,Platinum
61900,43,73896.0,32310.15,740,27,Platinum
99994,42,193545.9,71961.49,822,36,Black
35582,24,26204.46,17595.1,588,15,Gold
58172,32,22264.32,11698.66,668,10,Gold
49285,27,29689.33,19751.39,621,8,Gold
56950,28,26356.72,13256.35,669,16,Gold
37725,27,21747.58,8879.13,754,10,Gold
29693,40,17644.18,10077.8,665,14,Gold
99932,73,137927.81,51944.11,789,45,Black
10530,29,25154.04,16578.08,682,16,Gold
22626,39,21655.77,12222.38,640,14,Gold
91337,43,110482.69,48639.02,790,43,Black
5328,48,26089.01,14800.74,636,16,Gold
23436,42,29097.11,17824.61,699,15,Gold
96971,44,128083.64,66254.41,781,60,Black
44552,36,17902.9,8262.45,638,13,Gold
27917,38,29881.14,21159.88,625,15,Gold
83155,62,48491.49,27613.08,706,21,Platinum
1574,34,18217.09,11363.45,644,15,Gold
23312,33,28946.11,22183.46,659,15,Gold
61138,61,67794.56,27794.29,746,34,Platinum
56726,22,19250.99,8811.11,651,21,Gold
79203,53,63229.24,27076.57,785,23,Platinum
18663,48,21465.73,9841.34,584,21,Gold
90810,65,88133.4,42551.77,785,42,Black
39448,37,20609.38,12757.35,711,15,Gold
38278,25,24877.11,12207.28,643,15,Gold
47670,25,21042.75,8951.14,653,11,Gold
74623,47,59585.25,22708.25,752,39,Platinum
81910,46,62675.69,29046.01,668,19,Platinum
81662,35,72473.4,36008.67,728,33,Platinum
22216,42,31593.9,22146.9,664,18,Gold
17207,28,33180.53,23915.0,619,12,Gold
78736,64,42011.69,19174.72,736,35,Platinum
99019,64,102162.76,40826.19,768,45,Black
97500,52,137745.01,28416.48,792,40,Black
32058,32,13724.27,7520.94,611,16,Gold
64903,35,69344.31,34866.98,699,18,Platinum
35789,34,27508.02,12995.88,655,14,Gold
32431,24,24226.12,10043.93,614,12,Gold
94986,54,98107.63,55632.16,752,43,Black
8358,44,20547.82,13416.02,645,15,Gold
75160,60,63175.17,18179.31,707,22,Platinum
3292,46,12560.96,6807.78,699,15,Gold
89082,30,64035.81,27578.06,787,33,Platinum
48974,45,35676.0,16787.2,587,14,Gold
7857,27,18969.89,10730.82,682,22,Gold
23480,26,31859.76,13434.05,640,16,Gold
14947,44,25411.01,15887.58,589,13,Gold
28249,35,21726.87,10805.23,592,16,Gold
70518,39,77493.43,38013.08,787,26,Platinum
82994,59,66634.24,26949.83,756,20,Platinum
35247,46,24656.53,12304.89,637,10,Gold
88800,38,59093.28,22856.38,742,21,Platinum
81262,32,52523.68,32206.15,696,18,Platinum
59445,43,23640.32,11854.3,650,20,Gold
65053,48,86666.96,32076.38,742,26,Platinum
81963,35,62577.25,22821.01,751,28,Platinum
52676,39,29445.99,13299.14,692,17,Gold
35091,23,19970.91,15868.0,595,7,Gold
80226,34,75688.23,23283.8,741,27,Platinum
93547,63,154362.04,38380.18,783,37,Black
50543,46,23950.14,17251.94,698,20,Gold
3120,29,33277.04,15006.02,623,6,Gold
8717,39,28221.55,18640.88,676,16,Gold
21225,49,20334.86,9930.07,674,10,Gold
77518,45,63046.15,28275.62,750,27,Platinum
22761,27,30130.81,17767.1,640,11,Gold
4739,25,18174.89,9043.28,719,13,Gold
69320,56,84374.16,47416.93,766,22,Platinum
95163,69,154411.99,60071.97,751,39,Black
99968,74,94967.23,18121.07,783,45,Black
48090,34,27607.3,16416.9,655,16,Gold
94132,68,113617.36,27113.65,792,47,Black
18014,37,22326.25,7555.93,764,10,Gold
24077,41,23889.9,11132.0,654,14,Gold
70213,48,53066.78,21954.67,739,34,Platinum
15971,38,35301.71,15551.72,617,16,Gold
41701,34,31608.05,17670.16,659,12,Gold
22405,36,32562.28,13849.6,683,15,Gold
58264,35,25445.26,12696.04,651,23,Gold
78044,53,56738.31,25120.51,685,23,Platinum
32518,40,11424.51,6066.34,656,9,Gold
6481,35,28466.09,11443.01,653,16,Gold
3688,42,26323.88,16467.22,715,17,Gold
7893,46,19029.07,11413.43,627,17,Gold
83089,44,33163.82,5159.79,718,28,Platinum
8088,35,23664.31,12228.92,568,13,Gold
20248,35,29370.47,12963.67,647,17,Gold
11268,28,29044.94,18302.2,661,12,Gold
6623,24,26826.97,15142.23,666,15,Gold
64312,39,75341.81,37861.02,742,33,Platinum
16186,44,22466.48,16564.11,655,12,Gold
22198,49,24986.61,11334.37,588,10,Gold
43624,35,37007.07,24623.35,644,23,Gold
4692,29,26215.46,13038.48,611,14,Gold
21722,29,25128.52,10395.44,666,13,Gold
92170,47,134309.59,44747.76,828,46,Black
11466,44,24294.25,10531.67,607,13,Gold
4213,45,28989.22,18840.09,651,19,Gold
86961,38,58287.91,31151.39,762,23,Platinum
14918,28,34287.95,15553.94,622,22,Gold
22936,29,24274.33,12810.01,659,15,Gold
84808,61,69301.61,30219.3,735,32,Platinum
39672,41,30668.98,17906.23,603,13,Gold
15872,41,27056.8,18031.24,608,12,Gold
81497,35,60719.44,25010.81,691,32,Platinum
33587,25,19641.51,13005.62,668,13,Gold
12825,41,22271.93,12783.5,677,9,Gold
30421,31,18567.54,11303.2,695,19,Gold
13421,46,20441.09,11141.45,638,18,Gold
21369,30,29052.71,16252.8,735,10,Gold
9074,46,32450.69,23336.23,628,12,Gold
39946,29,18003.44,9525.44,683,19,Gold
55205,25,21693.49,9986.05,651,11,Gold
15293,45,22737.88,11438.94,650,11,Gold
10587,38,29130.73,15382.86,653,16,Gold
72887,33,56787.81,24793.37,710,30,Platinum
68945,64,80801.85,40466.18,723,31,Platinum
90698,59,122107.57,41688.49,752,40,Black
76696,61,50061.53,20222.15,743,22,Platinum
54054,36,26178.41,16286.98,692,15,Gold
25829,24,20720.16,11427.98,697,8,Gold
39030,39,19634.75,12170.0,641,12,Gold
26046,31,24515.62,15524.94,606,18,Gold
52368,35,19215.15,12245.82,629,11,Gold
32448,44,24052.66,12817.08,662,13,Gold
47281,34,21050.56,12881.11,630,18,Gold
87069,33,53544.44,11317.22,701,36,Platinum
21606,39,27751.52,13210.2,642,15,Gold
37690,28,22984.01,8420.9,627,12,Gold
26144,38,30028.66,15186.22,636,18,Gold
54876,49,22660.35,15644.08,630,16,Gold
54614,23,24304.12,18338.52,655,13,Gold
55700,47,22766.12,13166.74,624,17,Gold
16973,41,26619.2,19689.11,652,15,Gold
5107,42,19850.14,13379.95,670,17,Gold
63130,42,71836.24,31046.6,743,25,Platinum
39530,43,21932.99,11358.3,611,12,Gold
52011,25,18171.99,10305.24,641,18,Gold
40548,34,24112.82,13147.38,692,13,Gold
11919,23,27871.93,13623.63,676,9,Gold
235,42,35719.72,22499.41,639,15,Gold
72127,50,78851.55,35087.59,724,31,Platinum
58007,36,30053.85,17071.41,589,12,Gold
5699,29,24475.16,15064.96,619,14,Gold
74688,42,78923.62,39363.99,707,28,Platinum
86717,37,64468.6,29606.92,729,21,Platinum
34958,49,25481.05,12743.62,613,15,Gold
39523,35,26725.91,18351.44,664,11,Gold
77746,48,84454.76,32593.89,713,24,Platinum
89387,57,63848.98,37780.6,709,30,Platinum
84318,46,43718.72,14818.68,718,29,Platinum
11529,27,27980.41,19063.68,708,24,Gold
48353,48,27777.9,11859.39,637,12,Gold
44085,44,25643.64,16908.4,727,20,Gold
63386,60,53964.14,19812.95,718,23,Platinum
68144,39,59615.97,20075.04,742,23,Platinum
17202,30,25057.97,9010.93,621,19,Gold
40553,26,20835.35,10357.47,646,18,Gold
31335,28,23477.57,11953.04,623,13,Gold
93538,72,175412.17,60732.31,796,35,Black
11736,48,24430.02,10295.76,702,16,Gold
80030,34,64801.22,33256.92,733,38,Platinum
77404,62,56085.44,28310.26,719,24,Platinum
43968,38,29633.58,18762.35,712,21,Gold
91993,37,96276.62,46211.66,785,47,Black
31034,22,25904.82,10138.43,654,13,Gold
26030,31,29579.98,20690.53,690,14,Gold
97005,49,137574.49,18881.73,777,38,Black
51580,37,37602.43,17561.17,643,18,Gold
92197,68,156725.29,52388.45,779,51,Black
33987,42,26028.44,13402.49,620,12,Gold
13212,23,25190.39,10540.03,687,16,Gold
11801,33,24997.61,13553.76,688,14,Gold
75778,45,59640.95,32549.01,807,34,Platinum
86974,42,78236.23,43988.78,729,41,Platinum
73366,40,48550.06,15957.3,706,25,Platinum
31818,28,21376.04,14103.64,672,18,Gold
97692,48,111334.32,42336.35,785,54,Black
30887,33,25020.03,13596.16,629,20,Gold
53938,47,20156.39,12169.25,631,10,Gold
38168,49,24545.84,13856.97,599,17,Gold
14923,22,24810.57,11222.25,619,21,Gold
16694,24,23439.34,12228.16,634,22,Gold
96380,57,163980.75,45980.98,798,40,Black
86475,47,77489.5,29983.5,745,25,Platinum
15210,31,24619.07,14895.42,726,17,Gold
79944,54,81457.36,27806.35,733,26,Platinum
12662,40,24724.49,16364.26,571,12,Gold
38351,33,23988.7,12228.26,687,21,Gold
12444,27,17801.47,12276.37,642,17,Gold
65713,64,77801.48,51152.47,728,23,Platinum
89058,44,72059.92,23005.04,667,27,Platinum
31009,34,23190.94,10476.44,661,16,Gold
28272,46,25570.63,11965.05,610,14,Gold
67141,48,92887.97,38533.02,696,27,Platinum
59830,40,28588.67,18231.64,575,22,Gold
76956,61,75884.12,32521.02,763,24,Platinum
33925,37,35304.86,16380.95,659,11,Gold
14498,30,36587.58,20196.92,631,14,Gold
29854,29,27556.18,12592.55,644,9,Gold
53910,43,32520.54,18679.03,634,12,Gold
77003,35,67582.77,27855.06,775,21,Platinum
44283,35,21366.99,10413.51,692,17,Gold
18316,22,21238.83,13373.06,727,9,Gold
47505,35,30421.72,16288.35,672,13,Gold
22923,36,22917.03,13509.61,743,7,Gold
46015,38,30152.04,15452.2,637,10,Gold
84045,58,66190.13,21137.52,716,35,Platinum
70679,56,57098.99,34170.36,766,33,Platinum
76169,30,66231.9,40755.94,720,27,Platinum
25157,33,15310.13,7857.59,683,14,Gold
85490,32,64585.23,36635.98,728,28,Platinum
61136,48,47542.87,17699.98,775,32,Platinum
32176,42,23280.48,12289.18,684,14,Gold
92187,69,173498.85,75724.22,801,53,Black
78538,47,55586.61,18697.71,720,29,Platinum
48077,28,17316.42,7920.21,611,15,Gold
58575,40,23844.38,10776.6,684,11,Gold
4793,29,24426.8,10323.83,661,9,Gold
5689,30,18659.32,12598.37,653,15,Gold
13000,29,18845.11,11456.04,636,20,Gold
79098,45,68914.88,29905.62,728,37,Platinum
29351,30,21116.32,11184.06,703,17,Gold
46893,47,29232.33,14303.62,711,21,Gold
42727,32,15467.27,7903.05,644,10,Gold
73349,38,52671.14,19812.81,733,21,Platinum
77305,62,71439.41,31103.57,736,40,Platinum
58255,44,19417.99,11234.38,627,15,Gold
46710,48,25848.81,11061.5,687,18,Gold
21828,39,20331.83,13071.37,645,20,Gold
32460,26,25703.58,12841.26,647,12,Gold
16059,37,23989.05,13105.6,684,16,Gold
9116,28,29554.72,16026.74,712,20,Gold
82173,42,64697.81,23858.52,741,25,Platinum
17379,38,29310.29,15821.89,577,13,Gold
28250,47,20242.04,7160.89,658,22,Gold
62831,59,62227.44,24499.84,776,34,Platinum
21710,26,21518.86,10297.32,707,18,Gold
55136,27,15707.33,8345.73,636,19,Gold
83341,50,79188.06,31028.07,749,27,Platinum
69223,40,65184.13,22855.77,705,22,Platinum
96720,37,124899.97,39207.02,769,31,Black
34069,43,27151.3,17416.77,567,11,Gold
17787,46,26426.41,11974.74,680,11,Gold
92329,44,135947.96,63246.11,792,62,Black
80372,52,57657.68,29544.85,737,25,Platinum
56746,48,23936.78,8756.0,620,15,Gold
10404,28,25071.68,17527.74,603,11,Gold
88162,53,46687.19,24148.52,751,20,Platinum
31674,31,20381.27,10279.71,644,17,Gold
17194,30,21572.64,11712.03,685,15,Gold
86395,34,62332.92,31086.48,751,21,Platinum
29982,46,23092.07,17210.67,716,17,Gold
35122,29,18171.87,14141.63,679,16,Gold
40579,28,27131.52,15833.99,612,15,Gold
52637,25,31065.42,20434.11,788,12,Gold
74398,60,68318.3,43440.86,717,31,Platinum
61395,42,59958.1,29648.2,695,31,Platinum
39734,45,30584.33,16855.99,648,11,Gold
35772,26,25752.65,15274.84,713,18,Gold
24752,47,20494.31,7930.88,689,16,Gold
95265,68,111938.92,42184.36,814,67,Black
8600,40,26727.07,16211.64,635,17,Gold
2642,32,23909.77,9971.43,582,10,Gold
34855,23,20045.44,9761.88,731,11,Gold
68350,53,72073.75,29418.56,661,40,Platinum
26736,41,23852.5,11040.56,754,17,Gold
72748,32,85121.51,43177.95,741,22,Platinum
62979,41,68589.86,32025.23,749,28,Platinum
8601,37,23079.09,15695.03,640,14,Gold
11662,33,22043.92,11157.38,614,9,Gold
19715,32,29300.92,13423.83,639,22,Gold
21917,36,23957.54,10840.62,576,14,Gold
15374,22,25668.39,14391.81,614,9,Gold
53945,42,27605.31,18398.05,678,18,Gold
31025,27,24826.39,17494.22,616,21,Gold
80648,39,70141.16,33758.44,743,19,Platinum
45942,39,29232.56,18475.35,618,12,Gold
42946,34,14703.02,8015.2,668,15,Gold
93364,39,162079.79,62017.22,803,54,Black
30734,33,32527.54,13249.81,672,24,Gold
90107,61,136053.57,23744.29,776,42,Black
96893,49,137649.0,53840.78,783,42,Black
83883,55,67905.95,30426.32,727,20,Platinum
38346,32,21119.18,8271.56,695,21,Gold
17555,43,19318.32,9533.87,684,19,Gold
65628,37,89071.38,38651.99,699,28,Platinum
44603,34,26264.98,18454.69,579,20,Gold
27415,49,28774.91,18277.58,640,18,Gold
53961,44,36177.91,18639.17,667,16,Gold
69210,31,46088.64,10748.06,785,34,Platinum
93414,65,159192.19,52128.0,802,39,Black
56379,22,20025.73,8147.35,710,12,Gold
68658,42,103826.4,25927.53,684,26,Platinum
52627,29,21242.06,12537.24,641,13,Gold
38916,30,27629.77,11892.78,677,14,Gold
52840,49,20945.44,11838.76,694,21,Gold
63442,62,71641.26,34698.17,675,24,Platinum
98532,42,210160.97,63818.85,789,36,Black
69075,41,81919.78,46727.02,710,30,Platinum
43480,47,23080.9,8934.69,639,18,Gold
38614,31,25741.12,11002.22,631,14,Gold
13613,34,19724.9,7560.08,647,16,Gold
20497,44,30696.21,13829.05,643,13,Gold
85920,63,69986.84,34391.28,716,31,Platinum
40713,40,30269.12,19905.27,628,19,Gold
46362,34,18061.57,7197.59,661,8,Gold
72702,56,60685.74,23025.96,728,39,Platinum
64471,45,72865.93,46607.26,745,23,Platinum
6030,41,22064.42,14176.1,609,9,Gold
4705,31,27886.82,15618.23,618,10,Gold
8928,34,23499.36,10278.69,663,13,Gold
51564,34,21670.78,9937.74,591,12,Gold
85189,61,59428.42,36376.85,700,32,Platinum
64468,38,58924.52,17295.84,708,29,Platinum
66541,45,61797.95,33573.1,712,26,Platinum
8485,36,34918.52,14512.65,680,10,Gold
28302,38,25700.22,11446.96,584,12,Gold
50825,28,29397.45,15074.0,644,17,Gold
93439,47,159285.75,80288.81,766,49,Black
56282,27,14595.92,6178.88,571,14,Gold
98609,68,176346.37,84160.0,811,45,Black
95682,63,140641.02,43636.72,781,48,Black
23171,22,31316.82,20731.84,607,11,Gold
15975,49,25332.94,13937.23,703,17,Gold
82512,46,68065.74,26139.18,740,28,Platinum
51303,32,21869.51,10938.95,579,10,Gold
69877,56,59703.75,30363.69,652,22,Platinum
98636,64,111474.08,50818.72,776,37,Black
91652,66,176301.82,77775.18,850,40,Black
99071,42,127743.86,43792.77,775,47,Black
86976,43,73616.42,39986.84,722,23,Platinum
18588,42,21275.64,15216.2,743,11,Gold
69678,61,47519.21,23885.71,728,41,Platinum
36722,31,26937.96,14154.19,682,15,Gold
92358,58,134414.43,28618.31,812,43,Black
6690,42,21524.25,10563.55,640,14,Gold
54730,33,28563.79,11786.68,605,16,Gold
89239,47,59136.77,20821.97,740,17,Platinum
31665,36,25450.89,19656.31,716,24,Gold
10949,45,21222.7,10615.42,604,9,Gold
19406,23,15352.59,9805.3,609,25,Gold
22519,26,23481.56,11132.56,592,10,Gold
66784,45,62030.49,17759.05,665,30,Platinum
11979,24,26783.34,13954.62,653,13,Gold
30528,30,24433.46,16799.43,643,11,Gold
64166,33,65193.9,19188.45,751,15,Platinum
