id_correo,texto,etiqueta
5722,"estimado usuario, gracias por el apoyo en la entrega saludos.",Ham
5723,"estimado usuario, favor de confirmar asistencia al curso saludos.",Ham
5724,"hola, te informo que reclama tu herencia ¡apúrate!",Spam
5725,"estimado usuario, premio garantizado solo por hoy",Spam
5726,"hola, te informo que adjunto envío el reporte mensual gracias.",Ham
5727,"hola, te informo que premio garantizado solo por hoy",Spam
5728,"hola, te informo que gana un iphone ¡apúrate!",Spam
5729,"saludos, reclama tu herencia haz clic aquí",Spam
5730,"estimado usuario, enviaré los comentarios por correo gracias.",Ham
5731,hola quedamos a las cinco saludos.,Ham
5732,atención: ganar dinero gratis ¡apúrate!,Spam
5733,"hola, te informo que hola quedamos a las cinco gracias.",Ham
5734,atención: hola quedamos a las cinco gracias.,Ham
5735,¿vamos a comer hoy? gracias.,Ham
5736,atención: actualización del servidor el fin de semana quedo atento.,Ham
5737,actualización del servidor el fin de semana quedo atento.,Ham
5738,atención: urgente cambiar contraseña ¡apúrate!,Spam
5739,invierte en cripto ya haz clic aquí,Spam
5740,atención: gracias por el apoyo en la entrega gracias.,Ham
5741,reunión para revisar el proyecto saludos.,Ham
5742,"saludos, reunión para revisar el proyecto saludos.",Ham
5743,"saludos, actualización del servidor el fin de semana saludos.",Ham
5744,"saludos, reunión para revisar el proyecto gracias.",Ham
5745,"estimado usuario, viagra sin receta ¡apúrate!",Spam
5746,favor de confirmar asistencia al curso quedo atento.,Ham
5747,actualización del servidor el fin de semana gracias.,Ham
5748,"hola, te informo que enviaré los comentarios por correo gracias.",Ham
5749,favor de confirmar asistencia al curso quedo atento.,Ham
5750,atención: favor de confirmar asistencia al curso quedo atento.,Ham
5751,"hola, te informo que gana un iphone solo por hoy",Spam
5752,"estimado usuario, hola quedamos a las cinco saludos.",Ham
5753,"estimado usuario, ganar dinero gratis solo por hoy",Spam
5754,"saludos, reunión para revisar el proyecto saludos.",Ham
5755,"saludos, favor de confirmar asistencia al curso quedo atento.",Ham
5756,"hola, te informo que felicidades eres el ganador ¡apúrate!",Spam
5757,atención: favor de confirmar asistencia al curso gracias.,Ham
5758,"hola, te informo que reunión para revisar el proyecto saludos.",Ham
5759,gracias por el apoyo en la entrega saludos.,Ham
5760,"hola, te informo que urgente cambiar contraseña solo por hoy",Spam
5761,"saludos, hola quedamos a las cinco quedo atento.",Ham
5762,"hola, te informo que reunión para revisar el proyecto saludos.",Ham
5763,atención: hola quedamos a las cinco quedo atento.,Ham
5764,atención: premio garantizado solo por hoy,Spam
5765,atención: adjunto envío el reporte mensual gracias.,Ham
5766,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
5767,premio garantizado haz clic aquí,Spam
5768,"saludos, premio garantizado ¡apúrate!",Spam
5769,"saludos, descuento exclusivo hoy solo por hoy",Spam
5770,atención: hola quedamos a las cinco gracias.,Ham
5771,reunión para revisar el proyecto quedo atento.,Ham
5772,atención: reunión para revisar el proyecto quedo atento.,Ham
5773,atención: invierte en cripto ya ¡apúrate!,Spam
5774,favor de confirmar asistencia al curso quedo atento.,Ham
5775,"estimado usuario, ganar dinero gratis haz clic aquí",Spam
5776,"hola, te informo que invierte en cripto ya ¡apúrate!",Spam
5777,atención: adjunto envío el reporte mensual saludos.,Ham
5778,felicidades eres el ganador ¡apúrate!,Spam
5779,"saludos, adjunto envío el reporte mensual saludos.",Ham
5780,"estimado usuario, ganar dinero gratis ¡apúrate!",Spam
5781,"saludos, actualización del servidor el fin de semana gracias.",Ham
5782,"saludos, reunión para revisar el proyecto saludos.",Ham
5783,"saludos, gracias por el apoyo en la entrega quedo atento.",Ham
5784,"estimado usuario, reclama tu herencia haz clic aquí",Spam
5785,descuento exclusivo hoy ¡apúrate!,Spam
5786,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
5787,premio garantizado solo por hoy,Spam
5788,"estimado usuario, hola quedamos a las cinco saludos.",Ham
5789,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
5790,invierte en cripto ya haz clic aquí,Spam
5791,atención: ganar dinero gratis ¡apúrate!,Spam
5792,"saludos, hola quedamos a las cinco saludos.",Ham
5793,"saludos, ¿vamos a comer hoy? saludos.",Ham
5794,"hola, te informo que actualización del servidor el fin de semana saludos.",Ham
5795,"saludos, hola quedamos a las cinco gracias.",Ham
5796,adjunto envío el reporte mensual quedo atento.,Ham
5797,"estimado usuario, ganar dinero gratis ¡apúrate!",Spam
5798,favor de confirmar asistencia al curso gracias.,Ham
5799,"saludos, ¿vamos a comer hoy? saludos.",Ham
5800,"hola, te informo que invierte en cripto ya haz clic aquí",Spam
5801,"saludos, invierte en cripto ya ¡apúrate!",Spam
5802,"saludos, descuento exclusivo hoy haz clic aquí",Spam
5803,atención: premio garantizado ¡apúrate!,Spam
5804,"saludos, gracias por el apoyo en la entrega gracias.",Ham
5805,"saludos, felicidades eres el ganador haz clic aquí",Spam
5806,viagra sin receta solo por hoy,Spam
5807,"hola, te informo que reclama tu herencia haz clic aquí",Spam
5808,hola quedamos a las cinco gracias.,Ham
5809,atención: adjunto envío el reporte mensual gracias.,Ham
5810,"estimado usuario, hola quedamos a las cinco saludos.",Ham
5811,"saludos, ganar dinero gratis solo por hoy",Spam
5812,actualización del servidor el fin de semana quedo atento.,Ham
5813,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
5814,"estimado usuario, ganar dinero gratis solo por hoy",Spam
5815,felicidades eres el ganador ¡apúrate!,Spam
5816,"saludos, gana un iphone haz clic aquí",Spam
5817,"estimado usuario, premio garantizado haz clic aquí",Spam
5818,atención: ¿vamos a comer hoy? gracias.,Ham
5819,atención: adjunto envío el reporte mensual gracias.,Ham
5820,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
5821,"saludos, gracias por el apoyo en la entrega saludos.",Ham
5822,"hola, te informo que ¿vamos a comer hoy? gracias.",Ham
5823,"estimado usuario, adjunto envío el reporte mensual saludos.",Ham
5824,atención: favor de confirmar asistencia al curso quedo atento.,Ham
5825,"saludos, viagra sin receta solo por hoy",Spam
5826,gana un iphone solo por hoy,Spam
5827,"hola, te informo que ¿vamos a comer hoy? quedo atento.",Ham
5828,"hola, te informo que descuento exclusivo hoy solo por hoy",Spam
5829,viagra sin receta haz clic aquí,Spam
5830,atención: reunión para revisar el proyecto saludos.,Ham
5831,atención: ¿vamos a comer hoy? quedo atento.,Ham
5832,"estimado usuario, ¿vamos a comer hoy? quedo atento.",Ham
5833,"saludos, actualización del servidor el fin de semana saludos.",Ham
5834,"saludos, reunión para revisar el proyecto saludos.",Ham
5835,"hola, te informo que ¿vamos a comer hoy? quedo atento.",Ham
5836,"estimado usuario, reunión para revisar el proyecto saludos.",Ham
5837,"estimado usuario, enviaré los comentarios por correo saludos.",Ham
5838,reunión para revisar el proyecto gracias.,Ham
5839,"estimado usuario, hola quedamos a las cinco quedo atento.",Ham
5840,reunión para revisar el proyecto quedo atento.,Ham
5841,"saludos, reunión para revisar el proyecto quedo atento.",Ham
5842,"estimado usuario, felicidades eres el ganador solo por hoy",Spam
5843,"hola, te informo que gana un iphone ¡apúrate!",Spam
5844,"saludos, descuento exclusivo hoy solo por hoy",Spam
5845,"hola, te informo que ¿vamos a comer hoy? gracias.",Ham
5846,"hola, te informo que ganar dinero gratis solo por hoy",Spam
5847,atención: gana un iphone ¡apúrate!,Spam
5848,atención: reunión para revisar el proyecto gracias.,Ham
5849,ganar dinero gratis solo por hoy,Spam
5850,"hola, te informo que actualización del servidor el fin de semana saludos.",Ham
5851,atención: felicidades eres el ganador solo por hoy,Spam
5852,atención: actualización del servidor el fin de semana gracias.,Ham
5853,"estimado usuario, gracias por el apoyo en la entrega gracias.",Ham
5854,"estimado usuario, actualización del servidor el fin de semana gracias.",Ham
5855,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
5856,"saludos, favor de confirmar asistencia al curso gracias.",Ham
5857,gana un iphone haz clic aquí,Spam
5858,"saludos, descuento exclusivo hoy solo por hoy",Spam
5859,"estimado usuario, felicidades eres el ganador haz clic aquí",Spam
5860,reunión para revisar el proyecto gracias.,Ham
5861,actualización del servidor el fin de semana gracias.,Ham
5862,"hola, te informo que actualización del servidor el fin de semana gracias.",Ham
5863,"hola, te informo que gana un iphone ¡apúrate!",Spam
5864,actualización del servidor el fin de semana saludos.,Ham
5865,atención: favor de confirmar asistencia al curso gracias.,Ham
5866,atención: enviaré los comentarios por correo quedo atento.,Ham
5867,"hola, te informo que actualización del servidor el fin de semana saludos.",Ham
5868,premio garantizado haz clic aquí,Spam
5869,"estimado usuario, reunión para revisar el proyecto saludos.",Ham
5870,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
5871,viagra sin receta solo por hoy,Spam
5872,"estimado usuario, gana un iphone haz clic aquí",Spam
5873,atención: adjunto envío el reporte mensual quedo atento.,Ham
5874,atención: hola quedamos a las cinco quedo atento.,Ham
5875,favor de confirmar asistencia al curso saludos.,Ham
5876,premio garantizado haz clic aquí,Spam
5877,atención: ¿vamos a comer hoy? saludos.,Ham
5878,"saludos, hola quedamos a las cinco quedo atento.",Ham
5879,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
5880,"hola, te informo que enviaré los comentarios por correo gracias.",Ham
5881,atención: felicidades eres el ganador haz clic aquí,Spam
5882,atención: favor de confirmar asistencia al curso quedo atento.,Ham
5883,"estimado usuario, urgente cambiar contraseña solo por hoy",Spam
5884,"saludos, favor de confirmar asistencia al curso gracias.",Ham
5885,"hola, te informo que gracias por el apoyo en la entrega saludos.",Ham
5886,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
5887,atención: actualización del servidor el fin de semana gracias.,Ham
5888,"hola, te informo que reunión para revisar el proyecto saludos.",Ham
5889,"saludos, favor de confirmar asistencia al curso gracias.",Ham
5890,adjunto envío el reporte mensual saludos.,Ham
5891,atención: favor de confirmar asistencia al curso gracias.,Ham
5892,atención: ¿vamos a comer hoy? gracias.,Ham
5893,¿vamos a comer hoy? saludos.,Ham
5894,"estimado usuario, felicidades eres el ganador haz clic aquí",Spam
5895,atención: adjunto envío el reporte mensual gracias.,Ham
5896,"hola, te informo que viagra sin receta ¡apúrate!",Spam
5897,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
5898,"hola, te informo que premio garantizado solo por hoy",Spam
5899,"saludos, hola quedamos a las cinco quedo atento.",Ham
5900,adjunto envío el reporte mensual quedo atento.,Ham
5901,"hola, te informo que ¿vamos a comer hoy? gracias.",Ham
5902,"estimado usuario, reunión para revisar el proyecto gracias.",Ham
5903,"estimado usuario, felicidades eres el ganador solo por hoy",Spam
5904,"estimado usuario, viagra sin receta ¡apúrate!",Spam
5905,felicidades eres el ganador haz clic aquí,Spam
5906,reunión para revisar el proyecto quedo atento.,Ham
5907,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
5908,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
5909,descuento exclusivo hoy solo por hoy,Spam
5910,atención: reclama tu herencia ¡apúrate!,Spam
5911,"estimado usuario, reunión para revisar el proyecto quedo atento.",Ham
5912,reunión para revisar el proyecto quedo atento.,Ham
5913,"saludos, gracias por el apoyo en la entrega saludos.",Ham
5914,atención: hola quedamos a las cinco gracias.,Ham
5915,hola quedamos a las cinco gracias.,Ham
5916,"saludos, urgente cambiar contraseña haz clic aquí",Spam
5917,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
5918,atención: hola quedamos a las cinco quedo atento.,Ham
5919,"hola, te informo que gana un iphone haz clic aquí",Spam
5920,"estimado usuario, favor de confirmar asistencia al curso saludos.",Ham
5921,felicidades eres el ganador haz clic aquí,Spam
5922,reunión para revisar el proyecto saludos.,Ham
5923,"estimado usuario, felicidades eres el ganador ¡apúrate!",Spam
5924,reunión para revisar el proyecto gracias.,Ham
5925,"hola, te informo que ganar dinero gratis haz clic aquí",Spam
5926,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
5927,"hola, te informo que ¿vamos a comer hoy? gracias.",Ham
5928,atención: actualización del servidor el fin de semana saludos.,Ham
5929,actualización del servidor el fin de semana saludos.,Ham
5930,reunión para revisar el proyecto gracias.,Ham
5931,"hola, te informo que reclama tu herencia haz clic aquí",Spam
5932,"hola, te informo que felicidades eres el ganador haz clic aquí",Spam
5933,"hola, te informo que premio garantizado haz clic aquí",Spam
5934,atención: actualización del servidor el fin de semana gracias.,Ham
5935,"hola, te informo que ganar dinero gratis ¡apúrate!",Spam
5936,gracias por el apoyo en la entrega saludos.,Ham
5937,atención: ¿vamos a comer hoy? gracias.,Ham
5938,"saludos, invierte en cripto ya ¡apúrate!",Spam
5939,"estimado usuario, reclama tu herencia ¡apúrate!",Spam
5940,"hola, te informo que premio garantizado ¡apúrate!",Spam
5941,gracias por el apoyo en la entrega quedo atento.,Ham
5942,descuento exclusivo hoy haz clic aquí,Spam
5943,atención: urgente cambiar contraseña haz clic aquí,Spam
5944,"saludos, ¿vamos a comer hoy? gracias.",Ham
5945,"saludos, reunión para revisar el proyecto quedo atento.",Ham
5946,"saludos, ganar dinero gratis haz clic aquí",Spam
5947,"saludos, reclama tu herencia haz clic aquí",Spam
5948,"saludos, felicidades eres el ganador solo por hoy",Spam
5949,actualización del servidor el fin de semana gracias.,Ham
5950,hola quedamos a las cinco quedo atento.,Ham
5951,"estimado usuario, gana un iphone solo por hoy",Spam
5952,"estimado usuario, invierte en cripto ya haz clic aquí",Spam
5953,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
5954,"saludos, enviaré los comentarios por correo quedo atento.",Ham
5955,"hola, te informo que descuento exclusivo hoy ¡apúrate!",Spam
5956,atención: gracias por el apoyo en la entrega saludos.,Ham
5957,atención: descuento exclusivo hoy haz clic aquí,Spam
5958,"hola, te informo que reclama tu herencia ¡apúrate!",Spam
5959,"hola, te informo que actualización del servidor el fin de semana saludos.",Ham
5960,atención: hola quedamos a las cinco saludos.,Ham
5961,atención: actualización del servidor el fin de semana quedo atento.,Ham
5962,hola quedamos a las cinco saludos.,Ham
5963,gracias por el apoyo en la entrega quedo atento.,Ham
5964,"saludos, ¿vamos a comer hoy? quedo atento.",Ham
5965,reunión para revisar el proyecto gracias.,Ham
5966,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
5967,"saludos, ¿vamos a comer hoy? saludos.",Ham
5968,felicidades eres el ganador haz clic aquí,Spam
5969,¿vamos a comer hoy? saludos.,Ham
5970,"saludos, ¿vamos a comer hoy? quedo atento.",Ham
5971,"saludos, gracias por el apoyo en la entrega gracias.",Ham
5972,"hola, te informo que gana un iphone haz clic aquí",Spam
5973,reunión para revisar el proyecto quedo atento.,Ham
5974,atención: gracias por el apoyo en la entrega quedo atento.,Ham
5975,atención: reclama tu herencia solo por hoy,Spam
5976,"saludos, enviaré los comentarios por correo gracias.",Ham
5977,"estimado usuario, felicidades eres el ganador haz clic aquí",Spam
5978,"saludos, invierte en cripto ya ¡apúrate!",Spam
5979,actualización del servidor el fin de semana saludos.,Ham
5980,atención: reunión para revisar el proyecto quedo atento.,Ham
5981,"hola, te informo que hola quedamos a las cinco saludos.",Ham
5982,urgente cambiar contraseña haz clic aquí,Spam
5983,atención: reunión para revisar el proyecto saludos.,Ham
5984,atención: ganar dinero gratis ¡apúrate!,Spam
5985,"saludos, viagra sin receta solo por hoy",Spam
5986,viagra sin receta ¡apúrate!,Spam
5987,actualización del servidor el fin de semana quedo atento.,Ham
5988,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
5989,"estimado usuario, hola quedamos a las cinco quedo atento.",Ham
5990,"hola, te informo que favor de confirmar asistencia al curso quedo atento.",Ham
5991,"hola, te informo que gana un iphone solo por hoy",Spam
5992,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
5993,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
5994,favor de confirmar asistencia al curso quedo atento.,Ham
5995,atención: reclama tu herencia haz clic aquí,Spam
5996,atención: ¿vamos a comer hoy? gracias.,Ham
5997,"hola, te informo que ¿vamos a comer hoy? quedo atento.",Ham
5998,"hola, te informo que ¿vamos a comer hoy? gracias.",Ham
5999,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
6000,atención: premio garantizado ¡apúrate!,Spam
6001,"estimado usuario, actualización del servidor el fin de semana quedo atento.",Ham
6002,atención: felicidades eres el ganador haz clic aquí,Spam
6003,actualización del servidor el fin de semana gracias.,Ham
6004,"saludos, actualización del servidor el fin de semana gracias.",Ham
6005,"estimado usuario, descuento exclusivo hoy solo por hoy",Spam
6006,actualización del servidor el fin de semana gracias.,Ham
6007,"estimado usuario, reunión para revisar el proyecto quedo atento.",Ham
6008,atención: gana un iphone haz clic aquí,Spam
6009,"saludos, enviaré los comentarios por correo quedo atento.",Ham
6010,urgente cambiar contraseña solo por hoy,Spam
6011,atención: reunión para revisar el proyecto gracias.,Ham
6012,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
6013,enviaré los comentarios por correo saludos.,Ham
6014,"estimado usuario, actualización del servidor el fin de semana quedo atento.",Ham
6015,atención: enviaré los comentarios por correo quedo atento.,Ham
6016,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
6017,"saludos, felicidades eres el ganador solo por hoy",Spam
6018,"saludos, ¿vamos a comer hoy? quedo atento.",Ham
6019,actualización del servidor el fin de semana saludos.,Ham
6020,"estimado usuario, gana un iphone ¡apúrate!",Spam
6021,"estimado usuario, ¿vamos a comer hoy? gracias.",Ham
6022,atención: enviaré los comentarios por correo quedo atento.,Ham
6023,"estimado usuario, actualización del servidor el fin de semana quedo atento.",Ham
6024,atención: reclama tu herencia haz clic aquí,Spam
6025,"hola, te informo que invierte en cripto ya haz clic aquí",Spam
6026,"saludos, viagra sin receta haz clic aquí",Spam
6027,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
6028,atención: ganar dinero gratis solo por hoy,Spam
6029,"saludos, hola quedamos a las cinco gracias.",Ham
6030,reclama tu herencia solo por hoy,Spam
6031,"estimado usuario, ¿vamos a comer hoy? quedo atento.",Ham
6032,atención: invierte en cripto ya haz clic aquí,Spam
6033,"estimado usuario, ¿vamos a comer hoy? gracias.",Ham
6034,felicidades eres el ganador solo por hoy,Spam
6035,"saludos, adjunto envío el reporte mensual saludos.",Ham
6036,"saludos, viagra sin receta ¡apúrate!",Spam
6037,"estimado usuario, enviaré los comentarios por correo saludos.",Ham
6038,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
6039,"estimado usuario, reclama tu herencia ¡apúrate!",Spam
6040,gracias por el apoyo en la entrega saludos.,Ham
6041,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
6042,invierte en cripto ya haz clic aquí,Spam
6043,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
6044,"saludos, urgente cambiar contraseña ¡apúrate!",Spam
6045,atención: enviaré los comentarios por correo quedo atento.,Ham
6046,"estimado usuario, actualización del servidor el fin de semana saludos.",Ham
6047,"saludos, descuento exclusivo hoy solo por hoy",Spam
6048,"saludos, favor de confirmar asistencia al curso saludos.",Ham
6049,atención: ¿vamos a comer hoy? saludos.,Ham
6050,"saludos, reunión para revisar el proyecto quedo atento.",Ham
6051,"estimado usuario, actualización del servidor el fin de semana quedo atento.",Ham
6052,actualización del servidor el fin de semana saludos.,Ham
6053,atención: hola quedamos a las cinco quedo atento.,Ham
6054,gana un iphone solo por hoy,Spam
6055,favor de confirmar asistencia al curso gracias.,Ham
6056,"hola, te informo que ¿vamos a comer hoy? quedo atento.",Ham
6057,"saludos, enviaré los comentarios por correo saludos.",Ham
6058,atención: adjunto envío el reporte mensual quedo atento.,Ham
6059,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
6060,"saludos, ¿vamos a comer hoy? gracias.",Ham
6061,"estimado usuario, favor de confirmar asistencia al curso gracias.",Ham
6062,"estimado usuario, gana un iphone solo por hoy",Spam
6063,"hola, te informo que gracias por el apoyo en la entrega saludos.",Ham
6064,"estimado usuario, ¿vamos a comer hoy? quedo atento.",Ham
6065,"saludos, invierte en cripto ya solo por hoy",Spam
6066,adjunto envío el reporte mensual quedo atento.,Ham
6067,"estimado usuario, favor de confirmar asistencia al curso saludos.",Ham
6068,"estimado usuario, invierte en cripto ya solo por hoy",Spam
6069,"hola, te informo que viagra sin receta solo por hoy",Spam
6070,"estimado usuario, urgente cambiar contraseña haz clic aquí",Spam
6071,adjunto envío el reporte mensual gracias.,Ham
6072,"hola, te informo que viagra sin receta haz clic aquí",Spam
6073,"saludos, viagra sin receta haz clic aquí",Spam
6074,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
6075,gana un iphone ¡apúrate!,Spam
6076,"hola, te informo que ganar dinero gratis solo por hoy",Spam
6077,"hola, te informo que invierte en cripto ya solo por hoy",Spam
6078,"hola, te informo que actualización del servidor el fin de semana saludos.",Ham
6079,"saludos, reunión para revisar el proyecto quedo atento.",Ham
6080,"estimado usuario, viagra sin receta haz clic aquí",Spam
6081,atención: enviaré los comentarios por correo quedo atento.,Ham
6082,"hola, te informo que hola quedamos a las cinco gracias.",Ham
6083,"saludos, viagra sin receta haz clic aquí",Spam
6084,gana un iphone solo por hoy,Spam
6085,felicidades eres el ganador haz clic aquí,Spam
6086,atención: adjunto envío el reporte mensual saludos.,Ham
6087,"saludos, enviaré los comentarios por correo quedo atento.",Ham
6088,"hola, te informo que invierte en cripto ya haz clic aquí",Spam
6089,enviaré los comentarios por correo quedo atento.,Ham
6090,"estimado usuario, viagra sin receta haz clic aquí",Spam
6091,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
6092,"saludos, hola quedamos a las cinco saludos.",Ham
6093,"hola, te informo que invierte en cripto ya solo por hoy",Spam
6094,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
6095,"estimado usuario, viagra sin receta haz clic aquí",Spam
6096,"estimado usuario, hola quedamos a las cinco gracias.",Ham
6097,"hola, te informo que descuento exclusivo hoy haz clic aquí",Spam
6098,atención: favor de confirmar asistencia al curso saludos.,Ham
6099,"saludos, ganar dinero gratis solo por hoy",Spam
6100,"saludos, hola quedamos a las cinco gracias.",Ham
6101,atención: premio garantizado solo por hoy,Spam
6102,atención: actualización del servidor el fin de semana quedo atento.,Ham
6103,"estimado usuario, gana un iphone solo por hoy",Spam
6104,"estimado usuario, enviaré los comentarios por correo saludos.",Ham
6105,"estimado usuario, felicidades eres el ganador solo por hoy",Spam
6106,"estimado usuario, premio garantizado haz clic aquí",Spam
6107,actualización del servidor el fin de semana saludos.,Ham
6108,"saludos, invierte en cripto ya solo por hoy",Spam
6109,"hola, te informo que gana un iphone solo por hoy",Spam
6110,actualización del servidor el fin de semana gracias.,Ham
6111,favor de confirmar asistencia al curso quedo atento.,Ham
6112,"saludos, viagra sin receta haz clic aquí",Spam
6113,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
6114,"estimado usuario, actualización del servidor el fin de semana saludos.",Ham
6115,"saludos, gana un iphone haz clic aquí",Spam
6116,"saludos, gracias por el apoyo en la entrega gracias.",Ham
6117,"saludos, hola quedamos a las cinco gracias.",Ham
6118,"hola, te informo que ¿vamos a comer hoy? quedo atento.",Ham
6119,"saludos, gana un iphone haz clic aquí",Spam
6120,gracias por el apoyo en la entrega saludos.,Ham
6121,"hola, te informo que viagra sin receta haz clic aquí",Spam
6122,invierte en cripto ya haz clic aquí,Spam
6123,atención: viagra sin receta haz clic aquí,Spam
6124,"estimado usuario, reunión para revisar el proyecto quedo atento.",Ham
6125,atención: actualización del servidor el fin de semana quedo atento.,Ham
6126,hola quedamos a las cinco quedo atento.,Ham
6127,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
6128,"hola, te informo que viagra sin receta ¡apúrate!",Spam
6129,"hola, te informo que ganar dinero gratis solo por hoy",Spam
6130,"hola, te informo que invierte en cripto ya solo por hoy",Spam
6131,descuento exclusivo hoy haz clic aquí,Spam
6132,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
6133,"saludos, enviaré los comentarios por correo gracias.",Ham
6134,"hola, te informo que reclama tu herencia solo por hoy",Spam
6135,"saludos, gana un iphone haz clic aquí",Spam
6136,"saludos, urgente cambiar contraseña ¡apúrate!",Spam
6137,"saludos, reunión para revisar el proyecto quedo atento.",Ham
6138,"saludos, actualización del servidor el fin de semana gracias.",Ham
6139,"hola, te informo que gracias por el apoyo en la entrega saludos.",Ham
6140,hola quedamos a las cinco quedo atento.,Ham
6141,"estimado usuario, adjunto envío el reporte mensual saludos.",Ham
6142,reclama tu herencia solo por hoy,Spam
6143,"estimado usuario, premio garantizado haz clic aquí",Spam
6144,"saludos, favor de confirmar asistencia al curso quedo atento.",Ham
6145,"saludos, actualización del servidor el fin de semana saludos.",Ham
6146,"saludos, urgente cambiar contraseña solo por hoy",Spam
6147,"hola, te informo que enviaré los comentarios por correo quedo atento.",Ham
6148,atención: favor de confirmar asistencia al curso gracias.,Ham
6149,"hola, te informo que adjunto envío el reporte mensual gracias.",Ham
6150,"hola, te informo que actualización del servidor el fin de semana gracias.",Ham
6151,"estimado usuario, reunión para revisar el proyecto gracias.",Ham
6152,"saludos, reunión para revisar el proyecto saludos.",Ham
6153,"hola, te informo que gana un iphone solo por hoy",Spam
6154,invierte en cripto ya ¡apúrate!,Spam
6155,"hola, te informo que premio garantizado solo por hoy",Spam
6156,"hola, te informo que reclama tu herencia haz clic aquí",Spam
6157,atención: ¿vamos a comer hoy? quedo atento.,Ham
6158,"saludos, favor de confirmar asistencia al curso saludos.",Ham
6159,gana un iphone haz clic aquí,Spam
6160,"saludos, reunión para revisar el proyecto saludos.",Ham
6161,"saludos, reclama tu herencia ¡apúrate!",Spam
6162,"saludos, premio garantizado haz clic aquí",Spam
6163,atención: invierte en cripto ya solo por hoy,Spam
6164,"estimado usuario, viagra sin receta ¡apúrate!",Spam
6165,atención: viagra sin receta haz clic aquí,Spam
6166,"saludos, actualización del servidor el fin de semana gracias.",Ham
6167,"saludos, favor de confirmar asistencia al curso saludos.",Ham
6168,"saludos, gracias por el apoyo en la entrega saludos.",Ham
6169,atención: gana un iphone haz clic aquí,Spam
6170,ganar dinero gratis haz clic aquí,Spam
6171,"hola, te informo que invierte en cripto ya ¡apúrate!",Spam
6172,atención: hola quedamos a las cinco quedo atento.,Ham
6173,"estimado usuario, urgente cambiar contraseña solo por hoy",Spam
6174,"estimado usuario, gracias por el apoyo en la entrega quedo atento.",Ham
6175,atención: actualización del servidor el fin de semana gracias.,Ham
6176,¿vamos a comer hoy? gracias.,Ham
6177,"hola, te informo que reunión para revisar el proyecto saludos.",Ham
6178,atención: reclama tu herencia ¡apúrate!,Spam
6179,"estimado usuario, gana un iphone solo por hoy",Spam
6180,"saludos, reclama tu herencia solo por hoy",Spam
6181,"hola, te informo que gracias por el apoyo en la entrega gracias.",Ham
6182,invierte en cripto ya haz clic aquí,Spam
6183,atención: premio garantizado solo por hoy,Spam
6184,"saludos, enviaré los comentarios por correo saludos.",Ham
6185,"hola, te informo que premio garantizado haz clic aquí",Spam
6186,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
6187,"saludos, gracias por el apoyo en la entrega saludos.",Ham
6188,atención: urgente cambiar contraseña haz clic aquí,Spam
6189,atención: gana un iphone haz clic aquí,Spam
6190,atención: premio garantizado ¡apúrate!,Spam
6191,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
6192,"saludos, adjunto envío el reporte mensual saludos.",Ham
6193,"estimado usuario, actualización del servidor el fin de semana saludos.",Ham
6194,"estimado usuario, actualización del servidor el fin de semana gracias.",Ham
6195,atención: enviaré los comentarios por correo quedo atento.,Ham
6196,"saludos, invierte en cripto ya solo por hoy",Spam
6197,"hola, te informo que viagra sin receta ¡apúrate!",Spam
6198,gracias por el apoyo en la entrega quedo atento.,Ham
