Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2026,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,25,26,29,31,,,,,,,,
2026,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,14,37,16,15,,,,,,,,
2026,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,2,1,1,1,,,,,,,,
2026,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,,,,,,,,
2026,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,9,6,4,8,,,,,,,,
2026,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,18,21,20,21,,,,,,,,
2026,18,Nayarit,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,32,28,25,25,,,,,,,,
2026,18,Nayarit,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,1,0,0,0,,,,,,,,
2026,18,Nayarit,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,,,,,,,,
2026,18,Nayarit,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,,,,,,,,
2026,18,Nayarit,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,,,,,,,,
2026,18,Nayarit,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,0,1,0,0,,,,,,,,
2026,18,Nayarit,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,0,0,0,,,,,,,,
2026,18,Nayarit,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,54,41,41,54,,,,,,,,
2026,18,Nayarit,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,0,0,0,0,,,,,,,,
2026,18,Nayarit,Libertad personal,Secuestro,Secuestro con calidad de rehén,Secuestro con calidad de rehén,0,0,0,0,,,,,,,,
2026,18,Nayarit,Libertad personal,Secuestro,Secuestro para causar daño,Secuestro para causar daño,1,0,0,1,,,,,,,,
2026,18,Nayarit,Libertad personal,Secuestro,Secuestro exprés,Secuestro exprés,0,1,0,0,,,,,,,,
2026,18,Nayarit,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,,,,,,,,
2026,18,Nayarit,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,,,,,,,,
2026,18,Nayarit,Libertad personal,Privación ilegal de la libertad,Privación ilegal de la libertad,Privación ilegal de la libertad,8,8,5,9,,,,,,,,
2026,18,Nayarit,Libertad personal,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,6,2,3,2,,,,,,,,
2026,18,Nayarit,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,24,19,19,22,,,,,,,,
2026,18,Nayarit,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,4,0,3,5,,,,,,,,
2026,18,Nayarit,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,0,,,,,,,,
2026,18,Nayarit,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,3,4,5,5,,,,,,,,
2026,18,Nayarit,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,,,,,,,,
2026,18,Nayarit,La libertad y la seguridad sexual,Violación,Violación simple,Violación simple,22,13,10,15,,,,,,,,
2026,18,Nayarit,La libertad y la seguridad sexual,Violación,Violación equiparada,Violación equiparada,0,0,0,0,,,,,,,,
2026,18,Nayarit,La libertad y la seguridad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,2,5,1,5,,,,,,,,
2026,18,Nayarit,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,2,2,4,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo a casa habitación,Con violencia,0,0,2,4,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo a casa habitación,Sin violencia,6,11,13,10,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Con violencia,2,5,11,8,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,18,19,38,26,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Con violencia,2,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,14,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Sin violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de autopartes,Sin violencia,1,1,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo a negocio,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo a negocio,Sin violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de ganado,Sin violencia,1,1,0,1,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Sin violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Con violencia,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Sin violencia,0,0,1,1,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Otros robos,Con violencia,7,5,7,7,,,,,,,,
2026,18,Nayarit,El patrimonio,Robo,Otros robos,Sin violencia,27,24,25,25,,,,,,,,
2026,18,Nayarit,El patrimonio,Fraude,Fraude,Fraude,66,49,16,17,,,,,,,,
2026,18,Nayarit,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,19,19,4,10,,,,,,,,
2026,18,Nayarit,El patrimonio,Extorsión,Extorsión presencial,Extorsión presencial,0,1,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Extorsión,Tentativa de extorsión presencial,Tentativa de extorsión presencial,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Extorsión,Extorsión por otros medios,Extorsión por otros medios,3,2,1,3,,,,,,,,
2026,18,Nayarit,El patrimonio,Extorsión,Tentativa de extorsión por otros medios,Tentativa de extorsión por otros medios,0,0,0,0,,,,,,,,
2026,18,Nayarit,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,84,126,77,82,,,,,,,,
2026,18,Nayarit,El patrimonio,Despojo,Despojo,Despojo,19,6,5,13,,,,,,,,
2026,18,Nayarit,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,3,0,1,3,,,,,,,,
2026,18,Nayarit,La familia,Violencia familiar,Violencia familiar,Violencia familiar,111,124,109,132,,,,,,,,
2026,18,Nayarit,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,1,0,0,1,,,,,,,,
2026,18,Nayarit,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,64,57,65,108,,,,,,,,
2026,18,Nayarit,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,1,1,0,1,,,,,,,,
2026,18,Nayarit,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0,0,,,,,,,,
2026,18,Nayarit,La sociedad,Trata de personas,Trata de personas con fines de explotación sexual,Trata de personas con fines de explotación sexual,0,0,0,0,,,,,,,,
2026,18,Nayarit,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,0,0,0,,,,,,,,
2026,18,Nayarit,La sociedad,Trata de personas,Trata de personas con fines de tráfico de órganos,Trata de personas con fines de tráfico de órganos,0,0,0,0,,,,,,,,
2026,18,Nayarit,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,0,0,0,0,,,,,,,,
2026,18,Nayarit,La sociedad,Pornografía infantil,Pornografía infantil,Pornografía infantil,0,0,0,0,,,,,,,,
2026,18,Nayarit,La sociedad,Discriminación,Discriminación,Discriminación,0,0,0,0,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo posesión simple,Narcomenudeo posesión simple,83,21,26,30,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,45,44,54,60,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,0,11,9,28,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,74,72,47,38,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,7,8,7,4,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,1,0,0,1,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,2,1,1,0,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,2,5,4,3,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,12,5,2,4,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,0,0,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Delitos contra la administración de justicia,Delitos contra la administración de justicia,Delitos contra la administración de justicia,0,1,1,0,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,2,2,1,0,,,,,,,,
2026,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Tortura,Tortura,Tortura,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,2,2,8,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,34,38,29,32,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,2,5,3,1,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,1,0,0,1,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,20,21,16,21,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,3,1,4,3,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,24,30,46,44,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,20,11,10,29,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,127,75,191,179,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,11,9,22,15,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,4,0,6,3,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,135,84,156,127,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,2,0,1,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,1,0,0,2,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,30,21,35,25,,,,,,,,
2026,19,Nuevo León,La vida y la Integridad corporal,Aborto,Aborto,Aborto,5,15,22,15,,,,,,,,
2026,19,Nuevo León,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,0,0,1,,,,,,,,
2026,19,Nuevo León,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,0,1,2,1,,,,,,,,
2026,19,Nuevo León,Libertad personal,Secuestro,Secuestro con calidad de rehén,Secuestro con calidad de rehén,0,0,0,0,,,,,,,,
2026,19,Nuevo León,Libertad personal,Secuestro,Secuestro para causar daño,Secuestro para causar daño,0,0,0,0,,,,,,,,
2026,19,Nuevo León,Libertad personal,Secuestro,Secuestro exprés,Secuestro exprés,0,0,0,0,,,,,,,,
2026,19,Nuevo León,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,,,,,,,,
2026,19,Nuevo León,Libertad personal,Rapto,Rapto,Rapto,4,1,2,1,,,,,,,,
2026,19,Nuevo León,Libertad personal,Privación ilegal de la libertad,Privación ilegal de la libertad,Privación ilegal de la libertad,6,9,11,8,,,,,,,,
2026,19,Nuevo León,Libertad personal,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,119,111,158,129,,,,,,,,
2026,19,Nuevo León,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,110,127,138,119,,,,,,,,
2026,19,Nuevo León,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,15,18,26,31,,,,,,,,
2026,19,Nuevo León,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,36,60,80,67,,,,,,,,
2026,19,Nuevo León,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,4,4,4,5,,,,,,,,
2026,19,Nuevo León,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La libertad y la seguridad sexual,Violación,Violación simple,Violación simple,59,58,84,75,,,,,,,,
2026,19,Nuevo León,La libertad y la seguridad sexual,Violación,Violación equiparada,Violación equiparada,41,38,54,40,,,,,,,,
2026,19,Nuevo León,La libertad y la seguridad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,52,35,60,58,,,,,,,,
2026,19,Nuevo León,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,11,10,10,9,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo a casa habitación,Con violencia,13,13,21,17,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo a casa habitación,Sin violencia,67,59,61,62,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Con violencia,4,8,7,7,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,7,24,35,20,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Con violencia,2,1,1,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,1,3,7,2,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Con violencia,0,0,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Sin violencia,0,0,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,2,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de autopartes,Sin violencia,2,2,4,2,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo a transportista,Con violencia,0,2,4,3,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo a transportista,Sin violencia,1,2,6,5,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,143,158,153,136,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,33,22,1,7,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,23,15,29,23,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,47,13,5,9,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo en transporte público individual,Con violencia,14,17,6,5,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,1,4,1,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,2,2,2,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,10,2,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo en transporte individual,Con violencia,6,10,5,14,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo en transporte individual,Sin violencia,2,2,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo a negocio,Con violencia,40,55,35,25,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo a negocio,Sin violencia,27,31,60,48,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de ganado,Sin violencia,7,5,5,1,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Con violencia,0,0,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Sin violencia,0,0,0,2,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,0,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,2,1,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Con violencia,1,0,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Sin violencia,7,0,4,1,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Otros robos,Con violencia,7,13,16,18,,,,,,,,
2026,19,Nuevo León,El patrimonio,Robo,Otros robos,Sin violencia,157,151,151,142,,,,,,,,
2026,19,Nuevo León,El patrimonio,Fraude,Fraude,Fraude,150,131,340,339,,,,,,,,
2026,19,Nuevo León,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,30,17,53,56,,,,,,,,
2026,19,Nuevo León,El patrimonio,Extorsión,Extorsión presencial,Extorsión presencial,0,0,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Extorsión,Tentativa de extorsión presencial,Tentativa de extorsión presencial,0,0,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Extorsión,Extorsión por otros medios,Extorsión por otros medios,33,70,106,117,,,,,,,,
2026,19,Nuevo León,El patrimonio,Extorsión,Tentativa de extorsión por otros medios,Tentativa de extorsión por otros medios,0,0,0,0,,,,,,,,
2026,19,Nuevo León,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,110,102,244,191,,,,,,,,
2026,19,Nuevo León,El patrimonio,Despojo,Despojo,Despojo,107,46,90,90,,,,,,,,
2026,19,Nuevo León,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,1,0,,,,,,,,
2026,19,Nuevo León,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1630,1540,2474,1987,,,,,,,,
2026,19,Nuevo León,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,28,80,68,67,,,,,,,,
2026,19,Nuevo León,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,11,18,14,17,,,,,,,,
2026,19,Nuevo León,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La sociedad,Trata de personas,Trata de personas con fines de explotación sexual,Trata de personas con fines de explotación sexual,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,1,0,0,,,,,,,,
2026,19,Nuevo León,La sociedad,Trata de personas,Trata de personas con fines de tráfico de órganos,Trata de personas con fines de tráfico de órganos,0,0,0,0,,,,,,,,
2026,19,Nuevo León,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,1,0,1,1,,,,,,,,
2026,19,Nuevo León,La sociedad,Pornografía infantil,Pornografía infantil,Pornografía infantil,4,8,12,14,,,,,,,,
2026,19,Nuevo León,La sociedad,Discriminación,Discriminación,Discriminación,2,3,8,8,,,,,,,,
2026,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo posesión simple,Narcomenudeo posesión simple,752,798,748,869,,,,,,,,
2026,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,283,291,392,405,,,,,,,,
2026,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,38,54,47,58,,,,,,,,
2026,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,137,113,297,241,,,,,,,,
2026,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,29,26,16,29,,,,,,,,
2026,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,1,0,0,0,,,,,,,,
2026,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,9,13,23,22,,,,,,,,
2026,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,52,50,62,67,,,,,,,,
